URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://www.vision-zero-oncology.de/fhir/CodeSystem/cs-diagnosesicherung-icdo3,0.1.0,draft,,DiagnosesicherungICDO3,Diagnosesicherung ICD-O-3,"CodeSystem für die Diagnosesicherungscodes der ICD-O-3",
